Species,Area,Units,Country
ANE,27.7,TLW,ES
ANE,27.8,TLW,ES
ANE,27.9,TLW,ES
ANE,27,TLW,ES
ANE,27.1,TLW,ES
ANE,27.10.a,TLW,ES
ANE,27.10.a.1,TLW,ES
ANE,27.10.b,TLW,ES
ANE,27.10_NK,TLW,ES
ANE,27.7.b,TLW,ES
ANE,27.7.j,TLW,ES
ANE,27.7.j_NK,TLW,ES
ANE,27.8.a,TLW,ES
ANE,27.8.b,TLW,ES
ANE,27.8.c,TLW,ES
ANE,27.8.d,TLW,ES
ANE,27.8.d.1,TLW,ES
ANE,27.8.d.2,TLW,ES
ANE,27.8.d_NK,TLW,ES
ANE,27.8.e,TLW,ES
ANE,27.8.e.1,TLW,ES
ANE,27.8.e_NK,TLW,ES
ANE,27.8_NK,TLW,ES
ANE,27.9.a,TLW,ES
ANE,27.9.b,TLW,ES
ANE,27.9.b.1,TLW,ES
ANE,27.9.b.2,TLW,ES
ANE,27.9.b_NK,TLW,ES
ANE,27.9_NK,TLW,ES
ANE,27_NK,TLW,ES
ANE,27.1,TLW,FR
ANE,27.12,TLW,FR
ANE,27.4,TLW,FR
ANE,27.6,TLW,FR
ANE,27.7,TLW,FR
ANE,27.8,TLW,FR
ANE,27.9,TLW,FR
ANE,27,TLW,FR
ANE,27.1_NK,TLW,FR
ANE,27.12_NK,TLW,FR
ANE,27.4.c,TLW,FR
ANE,27.6.a,TLW,FR
ANE,27.7.a,TLW,FR
ANE,27.7.d,TLW,FR
ANE,27.7.e,TLW,FR
ANE,27.7.f,TLW,FR
ANE,27.7.g,TLW,FR
ANE,27.7.h,TLW,FR
ANE,27.7.j,TLW,FR
ANE,27.7.j_NK,TLW,FR
ANE,27.7.k,TLW,FR
ANE,27.7.k_NK,TLW,FR
ANE,27.8.a,TLW,FR
ANE,27.8.b,TLW,FR
ANE,27.8.c,TLW,FR
ANE,27.8.d,TLW,FR
ANE,27.8.d_NK,TLW,FR
ANE,27.8.e,TLW,FR
ANE,27.8.e_NK,TLW,FR
ANE,27.8_NK,TLW,FR
ANE,27.9.a,TLW,FR
ANE,27_NK,TLW,FR
ANE,27.4,TLW,GB
ANE,27.6,TLW,GB
ANE,27.7,TLW,GB
ANE,27,TLW,GB
ANE,27.4.b,TLW,GB
ANE,27.4.c,TLW,GB
ANE,27.6.a,TLW,GB
ANE,27.7.d,TLW,GB
ANE,27.7.e,TLW,GB
ANE,27.7.f,TLW,GB
ANE,27,TLW,IE
ANE,27.7,TLW,IE
ANE,27.7.e,TLW,IE
ANE,27.4,TLW,NL
ANE,27.7,TLW,NL
ANE,27,TLW,NL
ANE,27.4.a,TLW,NL
ANE,27.4.b,TLW,NL
ANE,27.4.c,TLW,NL
ANE,27.4_NK,TLW,NL
ANE,27.7.a,TLW,NL
ANE,27.7.e,TLW,NL
ANE,27.7.f,TLW,NL
ANE,27.7.h,TLW,NL
ANE,27.8,TLW,NL
ANE,27.8.a,TLW,NL
ANE,27.8.b,TLW,NL
ANE,27_NK,TLW,NL
ANE,27.4,TLW,NO
ANE,27,TLW,NO
ANE,27.4.b,TLW,NO
ANE,27.7,TLW,PL
ANE,27,TLW,PL
ANE,27.8,TLW,PT
ANE,27.9,TLW,PT
ANE,27,TLW,PT
ANE,27.1,TLW,PT
ANE,27.10.a,TLW,PT
ANE,27.10.a.2,TLW,PT
ANE,27.10_NK,TLW,PT
ANE,27.8.c,TLW,PT
ANE,27.9.a,TLW,PT
ANE,27.9_NK,TLW,PT
ANE,27.9,TLW,RU
ANE,27,TLW,RU
ANE,27,TLW,SE
ANE,27.3,TLW,SE
ANE,27.3.a,TLW,SE
ANF,27.4,TLW,BE
ANF,27.7,TLW,BE
ANF,27.8,TLW,BE
ANF,27,TLW,BE
ANF,27.4.a,TLW,BE
ANF,27.4.b,TLW,BE
ANF,27.4.c,TLW,BE
ANF,27.7.a,TLW,BE
ANF,27.7.b,TLW,BE
ANF,27.7.d,TLW,BE
ANF,27.7.e,TLW,BE
ANF,27.7.f,TLW,BE
ANF,27.7.g,TLW,BE
ANF,27.7.h,TLW,BE
ANF,27.7.j,TLW,BE
ANF,27.7.j_NK,TLW,BE
ANF,27.8.a,TLW,BE
ANF,27.8.b,TLW,BE
ANF,27.12,TLW,DE
ANF,27.14,TLW,DE
ANF,27.2,TLW,DE
ANF,27.3,TLW,DE
ANF,27.4,TLW,DE
ANF,27.5,TLW,DE
ANF,27.6,TLW,DE
ANF,27.7,TLW,DE
ANF,27,TLW,DE
ANF,27.12_NK,TLW,DE
ANF,27.14.a,TLW,DE
ANF,27.2.a,TLW,DE
ANF,27.2.a.1,TLW,DE
ANF,27.2.a.2,TLW,DE
ANF,27.2.a_NK,TLW,DE
ANF,27.3.a,TLW,DE
ANF,27.3.c.22,TLW,DE
ANF,27.4.a,TLW,DE
ANF,27.4.b,TLW,DE
ANF,27.4.c,TLW,DE
ANF,27.5.b,TLW,DE
ANF,27.5.b.1,TLW,DE
ANF,27.5.b.1_NK,TLW,DE
ANF,27.6.a,TLW,DE
ANF,27.6.b,TLW,DE
ANF,27.6.b.1,TLW,DE
ANF,27.6.b.2,TLW,DE
ANF,27.6.b_NK,TLW,DE
ANF,27.7.b,TLW,DE
ANF,27.7.c,TLW,DE
ANF,27.7.c.1,TLW,DE
ANF,27.7.c.2,TLW,DE
ANF,27.7.c_NK,TLW,DE
ANF,27.7.h,TLW,DE
ANF,27.7.j,TLW,DE
ANF,27.7.j.1,TLW,DE
ANF,27.7.j_NK,TLW,DE
ANF,27.7.k,TLW,DE
ANF,27.7.k.1,TLW,DE
ANF,27.7.k.2,TLW,DE
ANF,27.7.k_NK,TLW,DE
ANF,27.14,TLW,ES
ANF,27.6,TLW,ES
ANF,27.7,TLW,ES
ANF,27.8,TLW,ES
ANF,27.9,TLW,ES
ANF,27,TLW,ES
ANF,27.1,TLW,ES
ANF,27.10.a,TLW,ES
ANF,27.10.a.1,TLW,ES
ANF,27.10.b,TLW,ES
ANF,27.14.a,TLW,ES
ANF,27.6.a,TLW,ES
ANF,27.6.b,TLW,ES
ANF,27.6.b.1,TLW,ES
ANF,27.6.b.2,TLW,ES
ANF,27.6.b_NK,TLW,ES
ANF,27.6_NK,TLW,ES
ANF,27.7.b,TLW,ES
ANF,27.7.c,TLW,ES
ANF,27.7.c.2,TLW,ES
ANF,27.7.c_NK,TLW,ES
ANF,27.7.e,TLW,ES
ANF,27.7.g,TLW,ES
ANF,27.7.h,TLW,ES
ANF,27.7.j,TLW,ES
ANF,27.7.j.1,TLW,ES
ANF,27.7.j.2,TLW,ES
ANF,27.7.j_NK,TLW,ES
ANF,27.7.k,TLW,ES
ANF,27.7.k.1,TLW,ES
ANF,27.7.k.2,TLW,ES
ANF,27.7.k_NK,TLW,ES
ANF,27.8.a,TLW,ES
ANF,27.8.b,TLW,ES
ANF,27.8.c,TLW,ES
ANF,27.8.d,TLW,ES
ANF,27.8.d.1,TLW,ES
ANF,27.8.d.2,TLW,ES
ANF,27.8.d_NK,TLW,ES
ANF,27.8.e,TLW,ES
ANF,27.8.e.1,TLW,ES
ANF,27.8.e.2,TLW,ES
ANF,27.9.a,TLW,ES
ANF,27.9.b,TLW,ES
ANF,27.9.b.1,TLW,ES
ANF,27.9.b.2,TLW,ES
ANF,27.9.b_NK,TLW,ES
ANF,27.2,TLW,GB
ANF,27.4,TLW,GB
ANF,27.5,TLW,GB
ANF,27.6,TLW,GB
ANF,27.7,TLW,GB
ANF,27.8,TLW,GB
ANF,27,TLW,GB
ANF,27.2.a,TLW,GB
ANF,27.2.a.2,TLW,GB
ANF,27.4.a,TLW,GB
ANF,27.4.b,TLW,GB
ANF,27.4.c,TLW,GB
ANF,27.5.b,TLW,GB
ANF,27.5.b.1,TLW,GB
ANF,27.5.b.1.b,TLW,GB
ANF,27.5.b.2,TLW,GB
ANF,27.6.a,TLW,GB
ANF,27.6.b,TLW,GB
ANF,27.6.b.1,TLW,GB
ANF,27.6.b.2,TLW,GB
ANF,27.7.a,TLW,GB
ANF,27.7.b,TLW,GB
ANF,27.7.c,TLW,GB
ANF,27.7.c.2,TLW,GB
ANF,27.7.d,TLW,GB
ANF,27.7.e,TLW,GB
ANF,27.7.f,TLW,GB
ANF,27.7.g,TLW,GB
ANF,27.7.h,TLW,GB
ANF,27.7.j,TLW,GB
ANF,27.7.j.2,TLW,GB
ANF,27.7.k,TLW,GB
ANF,27.7.k.2,TLW,GB
ANF,27.8.a,TLW,GB
ANF,27.8.b,TLW,GB
ANF,27.8.c,TLW,GB
ANF,27.8.d,TLW,GB
ANF,27.8.d.2,TLW,GB
ANF,27.6,TLW,IE
ANF,27.7,TLW,IE
ANF,27.8,TLW,IE
ANF,27,TLW,IE
ANF,27.6.a,TLW,IE
ANF,27.6.b,TLW,IE
ANF,27.6.b.1,TLW,IE
ANF,27.6.b.2,TLW,IE
ANF,27.7.a,TLW,IE
ANF,27.7.b,TLW,IE
ANF,27.7.c,TLW,IE
ANF,27.7.c.2,TLW,IE
ANF,27.7.c_NK,TLW,IE
ANF,27.7.e,TLW,IE
ANF,27.7.f,TLW,IE
ANF,27.7.g,TLW,IE
ANF,27.7.h,TLW,IE
ANF,27.7.j,TLW,IE
ANF,27.7.j.1,TLW,IE
ANF,27.7.j.2,TLW,IE
ANF,27.7.j_NK,TLW,IE
ANF,27.7.k,TLW,IE
ANF,27.7.k.1,TLW,IE
ANF,27.7.k.2,TLW,IE
ANF,27.7.k_NK,TLW,IE
ANF,27.7_NK,TLW,IE
ANF,27.8.d,TLW,IE
ANF,27.8.d.2,TLW,IE
ANF,27.7,TLW,IM
ANF,27,TLW,IM
ANF,27.7.a,TLW,IM
ANF,27.7,TLW,JE
ANF,27,TLW,JE
ANF,27.7.e,TLW,JE
ANF,27.4,TLW,NL
ANF,27.7,TLW,NL
ANF,27,TLW,NL
ANF,27.3,TLW,NL
ANF,27.3.a,TLW,NL
ANF,27.4.b,TLW,NL
ANF,27.7.d,TLW,NL
ANF,27.8,TLW,PT
ANF,27.9,TLW,PT
ANF,27,TLW,PT
ANF,27.1,TLW,PT
ANF,27.10.a,TLW,PT
ANF,27.10.a.1,TLW,PT
ANF,27.8.b,TLW,PT
ANF,27.8.c,TLW,PT
ANF,27.9.a,TLW,PT
ANF,27.9.b,TLW,PT
ANF,27.9.b.2,TLW,PT
ANF,27.9_NK,TLW,PT
ANG,27.7,TLW,FR
ANG,27,TLW,FR
ANG,27.7.d,TLW,FR
ANG,27.7.e,TLW,FR
ANG,27.7.h,TLW,FR
ANG,27.7.k,TLW,FR
ANG,27.7.k_NK,TLW,FR
ANG,27.2,TLW,PT
ANG,27.8,TLW,PT
ANG,27.9,TLW,PT
ANG,27,TLW,PT
ANG,27.1,TLW,PT
ANG,27.10.a,TLW,PT
ANG,27.10.a.2,TLW,PT
ANG,27.2.a,TLW,PT
ANG,27.2.a_NK,TLW,PT
ANG,27.8.c,TLW,PT
ANG,27.9.a,TLW,PT
ANK,27.7,TLW,ES
ANK,27.8,TLW,ES
ANK,27.9,TLW,ES
ANK,27,TLW,ES
ANK,27.7.j,TLW,ES
ANK,27.7.j.2,TLW,ES
ANK,27.8.b,TLW,ES
ANK,27.8.c,TLW,ES
ANK,27.9.a,TLW,ES
ANK,27.9.b,TLW,ES
ANK,27.9.b.2,TLW,ES
ANK,27.7,TLW,PT
ANK,27.8,TLW,PT
ANK,27.9,TLW,PT
ANK,27,TLW,PT
ANK,27.1,TLW,PT
ANK,27.10.a,TLW,PT
ANK,27.10.a.2,TLW,PT
ANK,27.7.j,TLW,PT
ANK,27.7.j.2,TLW,PT
ANK,27.8.b,TLW,PT
ANK,27.8.c,TLW,PT
ANK,27.9.a,TLW,PT
ANK,27.9.b,TLW,PT
ANK,27.9.b.1,TLW,PT
ANK,27.9.b.2,TLW,PT
ANK,27.9_NK,TLW,PT
ANN,27.9,TLW,ES
ANN,27,TLW,ES
ANN,27.8,TLW,ES
ANN,27.8.c,TLW,ES
ANN,27.9.a,TLW,ES
ANN,27.8,TLW,FR
ANN,27,TLW,FR
ANN,27.8.a,TLW,FR
ANN,27_NK,TLW,FR
ANN,27.8,TLW,PT
ANN,27.9,TLW,PT
ANN,27,TLW,PT
ANN,27.1,TLW,PT
ANN,27.10.a,TLW,PT
ANN,27.10.a_NK,TLW,PT
ANN,27.8.c,TLW,PT
ANN,27.9.a,TLW,PT
ANN,27.9_NK,TLW,PT
ANT,27.7,TLW,FR
ANT,27.8,TLW,FR
ANT,27,TLW,FR
ANT,27.7.e,TLW,FR
ANT,27.8.b,TLW,FR
ANT,27.4,TLW,GB
ANT,27,TLW,GB
ANT,27.4.b,TLW,GB
ANT,27.7,TLW,IE
ANT,27,TLW,IE
ANT,27.7.a,TLW,IE
ANT,27.5,TLW,IS
ANT,27,TLW,IS
ANT,27.5.a,TLW,IS
ANT,27.5.a_NK,TLW,IS
APH,27.7,TLW,IE
APH,27,TLW,IE
APH,27.7.j,TLW,IE
APH,27.7.j_NK,TLW,IE
APH,27,TLW,PT
APH,27.1,TLW,PT
APH,27.10.a,TLW,PT
APH,27.10.a.2,TLW,PT
API,27.7,TLW,ES
API,27,TLW,ES
API,27.7.h,TLW,ES
API,27.7.j,TLW,ES
API,27.7.j_NK,TLW,ES
API,27.7,TLW,FR
API,27,TLW,FR
API,27.7.d,TLW,FR
API,27.7.e,TLW,FR
API,27.8,TLW,FR
API,27.8.a,TLW,FR
APL,27.7,TLW,FR
APL,27.8,TLW,FR
APL,27,TLW,FR
APL,27.7.d,TLW,FR
APL,27.7.e,TLW,FR
APL,27.8.a,TLW,FR
APL,27.8_NK,TLW,FR
APL,27.9,TLW,PT
APL,27,TLW,PT
APL,27.1,TLW,PT
APL,27.10_NK,TLW,PT
APL,27.9_NK,TLW,PT
APL,27.1,TLW,RU
APL,27,TLW,RU
APL,27.1_NK,TLW,RU
APO,27.14,TLW,DE
APO,27.6,TLW,DE
APO,27,TLW,DE
APO,27.14.a,TLW,DE
APO,27.6.a,TLW,DE
APO,27.6.b,TLW,DE
APO,27.6.b_NK,TLW,DE
APO,27,TLW,FR
APO,27_NK,TLW,FR
APO,27.12,TLW,IE
APO,27.6,TLW,IE
APO,27.7,TLW,IE
APO,27,TLW,IE
APO,27.1,TLW,IE
APO,27.10_NK,TLW,IE
APO,27.12_NK,TLW,IE
APO,27.6.a,TLW,IE
APO,27.6.b,TLW,IE
APO,27.6.b_NK,TLW,IE
APO,27.7.b,TLW,IE
APO,27.7.c,TLW,IE
APO,27.7.c_NK,TLW,IE
APO,27.7.j,TLW,IE
APO,27.7.j_NK,TLW,IE
APO,27.7.k,TLW,IE
APO,27.7.k_NK,TLW,IE
APO,27.9,TLW,PT
APO,27,TLW,PT
APO,27.1,TLW,PT
APO,27.10.a,TLW,PT
APO,27.10.a_NK,TLW,PT
APO,27.9.a,TLW,PT
APQ,27.4,TLW,GB
APQ,27.7,TLW,GB
APQ,27,TLW,GB
APQ,27.4.c,TLW,GB
APQ,27.7.f,TLW,GB
APU,27.3,TLW,EE
APU,27,TLW,EE
APU,27.3.d,TLW,EE
APU,27.3.d.28,TLW,EE
APU,27.3.d.28.1,TLW,EE
APU,27.3.d.29,TLW,EE
APU,27.8,TLW,ES
APU,27,TLW,ES
APU,27.8.c,TLW,ES
APU,27.4,TLW,FR
APU,27.6,TLW,FR
APU,27.7,TLW,FR
APU,27.8,TLW,FR
APU,27,TLW,FR
APU,27.4.a,TLW,FR
APU,27.6.a,TLW,FR
APU,27.7.d,TLW,FR
APU,27.7.e,TLW,FR
APU,27.7.h,TLW,FR
APU,27.8.a,TLW,FR
APU,27.8.b,TLW,FR
APU,27.8.d,TLW,FR
APU,27.8.d_NK,TLW,FR
APU,27,TLW,LV
APU,27.3,TLW,LV
APU,27.3.d,TLW,LV
APU,27.3.d.28,TLW,LV
APU,27.3.d.28.1,TLW,LV
APU,27.9,TLW,PT
APU,27,TLW,PT
APU,27.9.a,TLW,PT
APU,27.9_NK,TLW,PT
ARA,27.9,TLW,PT
ARA,27,TLW,PT
ARA,27.1,TLW,PT
ARA,27.10.a,TLW,PT
ARA,27.10.a.1,TLW,PT
ARA,27.9.a,TLW,PT
ARA,27.9.b,TLW,PT
ARA,27.9.b.2,TLW,PT
ARA,27.9_NK,TLW,PT
ARG,27.2,TLW,DE
ARG,27.4,TLW,DE
ARG,27.5,TLW,DE
ARG,27.6,TLW,DE
ARG,27.7,TLW,DE
ARG,27,TLW,DE
ARG,27.14,TLW,DE
ARG,27.14.b,TLW,DE
ARG,27.14.b_NK,TLW,DE
ARG,27.2.a,TLW,DE
ARG,27.2.a_NK,TLW,DE
ARG,27.4.a,TLW,DE
ARG,27.5.a,TLW,DE
ARG,27.5.a_NK,TLW,DE
ARG,27.5.b,TLW,DE
ARG,27.5.b.1,TLW,DE
ARG,27.5.b.1_NK,TLW,DE
ARG,27.6.a,TLW,DE
ARG,27.7.c,TLW,DE
ARG,27.7.c_NK,TLW,DE
ARG,27.7.j,TLW,DE
ARG,27.7.j_NK,TLW,DE
ARG,27.7.k,TLW,DE
ARG,27.7.k_NK,TLW,DE
ARG,27.3,TLW,DK
ARG,27.4,TLW,DK
ARG,27,TLW,DK
ARG,27.3.a,TLW,DK
ARG,27.4.a,TLW,DK
ARG,27.4.b,TLW,DK
ARG,27.4_NK,TLW,DK
ARG,27.6,TLW,ES
ARG,27.7,TLW,ES
ARG,27.8,TLW,ES
ARG,27.9,TLW,ES
ARG,27,TLW,ES
ARG,27.1,TLW,ES
ARG,27.10.a,TLW,ES
ARG,27.10.a.1,TLW,ES
ARG,27.6.a,TLW,ES
ARG,27.6.b,TLW,ES
ARG,27.6.b_NK,TLW,ES
ARG,27.7.b,TLW,ES
ARG,27.7.c,TLW,ES
ARG,27.7.c_NK,TLW,ES
ARG,27.7.h,TLW,ES
ARG,27.7.j,TLW,ES
ARG,27.7.j.2,TLW,ES
ARG,27.7.j_NK,TLW,ES
ARG,27.7.k,TLW,ES
ARG,27.7.k_NK,TLW,ES
ARG,27.8.a,TLW,ES
ARG,27.8.b,TLW,ES
ARG,27.8.c,TLW,ES
ARG,27.8.d,TLW,ES
ARG,27.8.d.1,TLW,ES
ARG,27.8.d.2,TLW,ES
ARG,27.8.d_NK,TLW,ES
ARG,27.9.a,TLW,ES
ARG,27.2,TLW,FO
ARG,27.5,TLW,FO
ARG,27.6,TLW,FO
ARG,27,TLW,FO
ARG,27.2.a,TLW,FO
ARG,27.2.a_NK,TLW,FO
ARG,27.5.b,TLW,FO
ARG,27.5.b.1,TLW,FO
ARG,27.5.b.1_NK,TLW,FO
ARG,27.5.b.2,TLW,FO
ARG,27.6.a,TLW,FO
ARG,27.7,TLW,FR
ARG,27.8,TLW,FR
ARG,27,TLW,FR
ARG,27.6,TLW,FR
ARG,27.6.a,TLW,FR
ARG,27.7.c,TLW,FR
ARG,27.7.c_NK,TLW,FR
ARG,27.7.d,TLW,FR
ARG,27.7.h,TLW,FR
ARG,27.8_NK,TLW,FR
ARG,27_NK,TLW,FR
ARG,27.12,TLW,GB
ARG,27.2,TLW,GB
ARG,27.4,TLW,GB
ARG,27.5,TLW,GB
ARG,27.6,TLW,GB
ARG,27.7,TLW,GB
ARG,27,TLW,GB
ARG,27.12_NK,TLW,GB
ARG,27.2.a,TLW,GB
ARG,27.2.a_NK,TLW,GB
ARG,27.4.a,TLW,GB
ARG,27.4.b,TLW,GB
ARG,27.5.b,TLW,GB
ARG,27.5.b_NK,TLW,GB
ARG,27.6.a,TLW,GB
ARG,27.6.b,TLW,GB
ARG,27.6.b_NK,TLW,GB
ARG,27.7.a,TLW,GB
ARG,27.7.b,TLW,GB
ARG,27.7.j,TLW,GB
ARG,27.7.j_NK,TLW,GB
ARG,27.7.k,TLW,GB
ARG,27.7.k_NK,TLW,GB
ARG,27.14,TLW,GL
ARG,27,TLW,GL
ARG,27.14.b,TLW,GL
ARG,27.14.b.2,TLW,GL
ARG,27.12,TLW,IE
ARG,27.4,TLW,IE
ARG,27.6,TLW,IE
ARG,27.7,TLW,IE
ARG,27.8,TLW,IE
ARG,27,TLW,IE
ARG,27.12_NK,TLW,IE
ARG,27.4.a,TLW,IE
ARG,27.6.a,TLW,IE
ARG,27.6.b,TLW,IE
ARG,27.6.b_NK,TLW,IE
ARG,27.7.b,TLW,IE
ARG,27.7.c,TLW,IE
ARG,27.7.c.2,TLW,IE
ARG,27.7.c_NK,TLW,IE
ARG,27.7.e,TLW,IE
ARG,27.7.g,TLW,IE
ARG,27.7.h,TLW,IE
ARG,27.7.j,TLW,IE
ARG,27.7.j_NK,TLW,IE
ARG,27.7.k,TLW,IE
ARG,27.7.k.2,TLW,IE
ARG,27.7.k_NK,TLW,IE
ARG,27.8.a,TLW,IE
ARG,27.8.e,TLW,IE
ARG,27.8.e_NK,TLW,IE
ARG,27.12,TLW,IS
ARG,27.14,TLW,IS
ARG,27.2,TLW,IS
ARG,27.5,TLW,IS
ARG,27,TLW,IS
ARG,27.12.a,TLW,IS
ARG,27.12.a.4,TLW,IS
ARG,27.12_NK,TLW,IS
ARG,27.14.b,TLW,IS
ARG,27.14.b.1,TLW,IS
ARG,27.14.b.2,TLW,IS
ARG,27.14.b_NK,TLW,IS
ARG,27.2.a,TLW,IS
ARG,27.2.a.2,TLW,IS
ARG,27.2.a_NK,TLW,IS
ARG,27.5.a,TLW,IS
ARG,27.5.a.1,TLW,IS
ARG,27.5.a.2,TLW,IS
ARG,27.5.a_NK,TLW,IS
ARG,27.5.b,TLW,IS
ARG,27.5.b.1,TLW,IS
ARG,27.5.b.1_NK,TLW,IS
ARG,27_NK,TLW,IS
ARG,27,TLW,JP
ARG,27.2,TLW,NL
ARG,27.4,TLW,NL
ARG,27.5,TLW,NL
ARG,27.6,TLW,NL
ARG,27.7,TLW,NL
ARG,27.8,TLW,NL
ARG,27,TLW,NL
ARG,27.2.a,TLW,NL
ARG,27.2.a_NK,TLW,NL
ARG,27.4.a,TLW,NL
ARG,27.4.b,TLW,NL
ARG,27.5.b,TLW,NL
ARG,27.5.b_NK,TLW,NL
ARG,27.6.a,TLW,NL
ARG,27.6.b,TLW,NL
ARG,27.6.b_NK,TLW,NL
ARG,27.7.b,TLW,NL
ARG,27.7.c,TLW,NL
ARG,27.7.c_NK,TLW,NL
ARG,27.7.j,TLW,NL
ARG,27.7.j_NK,TLW,NL
ARG,27.8.a,TLW,NL
ARG,27.8.d,TLW,NL
ARG,27.8.d_NK,TLW,NL
ARG,27.1,TLW,NO
ARG,27.14,TLW,NO
ARG,27.2,TLW,NO
ARG,27.3,TLW,NO
ARG,27.4,TLW,NO
ARG,27.5,TLW,NO
ARG,27.6,TLW,NO
ARG,27.7,TLW,NO
ARG,27,TLW,NO
ARG,27.1.b,TLW,NO
ARG,27.1_NK,TLW,NO
ARG,27.14.b,TLW,NO
ARG,27.14.b.2,TLW,NO
ARG,27.14.b_NK,TLW,NO
ARG,27.2.a,TLW,NO
ARG,27.2.a.2,TLW,NO
ARG,27.2.a_NK,TLW,NO
ARG,27.2.b,TLW,NO
ARG,27.2.b.2,TLW,NO
ARG,27.2.b_NK,TLW,NO
ARG,27.3.a,TLW,NO
ARG,27.4.a,TLW,NO
ARG,27.4.b,TLW,NO
ARG,27.4_NK,TLW,NO
ARG,27.5.b,TLW,NO
ARG,27.5.b.1,TLW,NO
ARG,27.5.b.1_NK,TLW,NO
ARG,27.6.a,TLW,NO
ARG,27.2,TLW,PL
ARG,27.4,TLW,PL
ARG,27.5,TLW,PL
ARG,27.6,TLW,PL
ARG,27.7,TLW,PL
ARG,27,TLW,PL
ARG,27.2.a,TLW,PL
ARG,27.2.a.2,TLW,PL
ARG,27.2.a_NK,TLW,PL
ARG,27.4.a,TLW,PL
ARG,27.5.b,TLW,PL
ARG,27.5.b.1,TLW,PL
ARG,27.5.b.1_NK,TLW,PL
ARG,27.6.a,TLW,PL
ARG,27.8,TLW,PT
ARG,27.9,TLW,PT
ARG,27,TLW,PT
ARG,27.8.c,TLW,PT
ARG,27.9.a,TLW,PT
ARG,27.9_NK,TLW,PT
ARG,27.12,TLW,RU
ARG,27.2,TLW,RU
ARG,27.5,TLW,RU
ARG,27.6,TLW,RU
ARG,27,TLW,RU
ARG,27.2.a,TLW,RU
ARG,27.2.a_NK,TLW,RU
ARG,27.5.b,TLW,RU
ARG,27.5.b.1,TLW,RU
ARG,27.5.b.1_NK,TLW,RU
ARG,27.5.b.2,TLW,RU
ARG,27.5.b_NK,TLW,RU
ARG,27.6.a,TLW,RU
ARG,27.6.b,TLW,RU
ARG,27.6.b_NK,TLW,RU
ARG,27.3,TLW,SE
ARG,27.4,TLW,SE
ARG,27,TLW,SE
ARG,27.3.a,TLW,SE
ARG,27.4.a,TLW,SE
ARG,27.4_NK,TLW,SE
ARI,27.6,TLW,ES
ARI,27.7,TLW,ES
ARI,27.8,TLW,ES
ARI,27.9,TLW,ES
ARI,27,TLW,ES
ARI,27.6.a,TLW,ES
ARI,27.6.b,TLW,ES
ARI,27.6.b_NK,TLW,ES
ARI,27.7.h,TLW,ES
ARI,27.7.j,TLW,ES
ARI,27.7.j_NK,TLW,ES
ARI,27.7.k,TLW,ES
ARI,27.7.k_NK,TLW,ES
ARI,27.8.a,TLW,ES
ARI,27.8.b,TLW,ES
ARI,27.8.c,TLW,ES
ARI,27.9.a,TLW,ES
ARI,27.9.b,TLW,ES
ARI,27.9.b.1,TLW,ES
ARI,27.9.b.2,TLW,ES
ARI,27.9_NK,TLW,ES
ARS,27.9,TLW,PT
ARS,27,TLW,PT
ARS,27.9.a,TLW,PT
ARS,27.9_NK,TLW,PT
ARU,27.14,TLW,DE
ARU,27.2,TLW,DE
ARU,27.4,TLW,DE
ARU,27.5,TLW,DE
ARU,27.6,TLW,DE
ARU,27,TLW,DE
ARU,27.14_NK,TLW,DE
ARU,27.2.a,TLW,DE
ARU,27.2.a.1,TLW,DE
ARU,27.4.a,TLW,DE
ARU,27.5.b,TLW,DE
ARU,27.5.b_NK,TLW,DE
ARU,27.6.a,TLW,DE
ARU,27.3,TLW,DK
ARU,27.4,TLW,DK
ARU,27.6,TLW,DK
ARU,27,TLW,DK
ARU,27.3.a,TLW,DK
ARU,27.4.a,TLW,DK
ARU,27.4.b,TLW,DK
ARU,27.4.c,TLW,DK
ARU,27.6.a,TLW,DK
ARU,27.8,TLW,ES
ARU,27,TLW,ES
ARU,27.8.a,TLW,ES
ARU,27.8.c,TLW,ES
ARU,27.2,TLW,FR
ARU,27.4,TLW,FR
ARU,27.5,TLW,FR
ARU,27.6,TLW,FR
ARU,27.7,TLW,FR
ARU,27.8,TLW,FR
ARU,27,TLW,FR
ARU,27.2.a,TLW,FR
ARU,27.2.a_NK,TLW,FR
ARU,27.4.a,TLW,FR
ARU,27.4.b,TLW,FR
ARU,27.5.b,TLW,FR
ARU,27.5.b.1,TLW,FR
ARU,27.5.b.1_NK,TLW,FR
ARU,27.5.b.2,TLW,FR
ARU,27.6.a,TLW,FR
ARU,27.7.j,TLW,FR
ARU,27.7.j_NK,TLW,FR
ARU,27.8.a,TLW,FR
ARU,27.8.b,TLW,FR
ARU,27_NK,TLW,FR
ARU,27.2,TLW,GB
ARU,27.4,TLW,GB
ARU,27.5,TLW,GB
ARU,27.6,TLW,GB
ARU,27.7,TLW,GB
ARU,27.8,TLW,GB
ARU,27,TLW,GB
ARU,27.2.a,TLW,GB
ARU,27.2.a.2,TLW,GB
ARU,27.4.a,TLW,GB
ARU,27.4.c,TLW,GB
ARU,27.5.b,TLW,GB
ARU,27.5.b.1,TLW,GB
ARU,27.5.b.1.b,TLW,GB
ARU,27.5.b.2,TLW,GB
ARU,27.6.a,TLW,GB
ARU,27.7.d,TLW,GB
ARU,27.7.j,TLW,GB
